UTM;Y;X;Departamento;Distrito;Localidad;Proyecto;Programa;Cantidad de Viviendas;Empresa;Estado de Obra;Porcentaje de avance;LPN Nº;Fecha de Inicio;Fecha de recepcion definitiva;Nivel;;;;;;;;;;;
21 J;7004637;349555;ÑEEMBUCU;Humaita;;Humaita;Vya Renda;32;V & R CONTRUCCIONES;En Ejecución;;007/11;;;;;;;;;;;;;;
21 J;6997625;407808;ÑEEMBUCU;Villalbin;;Villalbín;Vya Renda;25;CONSORCIO VEK;En Ejecución;;013/11;;;;;;;;;;;;;;
21 J;6985195;346052;ÑEEMBUCU;Paso de Patria;;Paso de Patria;Vya Renda;25;DEPOSITO DE MATERIALES SAN FRANCISCO;En Ejecución;;018/11;;;;;;;;;;;;;;
21 J;7050447;408860;ÑEEMBUCU;San Juan Bautista;San Juan bautista;San Juan Ñeembucú;Vya Renda;35;V & R CONTRUCCIONES;En Ejecución;;011/12;22/04/13;;;;;;;;;;;;;
21 J;7030690;370652;ÑEEMBUCU;Pilar;Pilar;Villa Paso;FOCEM;100;Consorcio 2G;Culminado;;;;13/06/11;;;;;;;;;;;;
21 J;;;ÑEEMBUCU;Tacuaras;Belen;Belén - Colonia Yacarey;CEPRA;80;Ingenet S.R.L.;En Ejecución;;010/11;;;;;;;;;;;;;;
21 J;;;ÑEEMBUCU;Pilar;;Coop. Desmochado Ltda.;FONCOOP;20;Osvaldo Granada;En Ejecución;;;;;;;;;;;;;;;;
21 J;7032324;401480;ÑEEMBUCU;Tacuaras;Tacuaras;Municipalidad de Tacuaras;CHE TAPYI;70;ALFA Y OMEGA S.A. CONSTRUCTORA;En Ejecución;;;;;;;;;;;;;;;;
21 J;;;ÑEEMBUCU;Tacuaras;Belen;Belén  - Colonia Yacarey;CEPRA;0;2G Constructora;En Ejecución;;010/11;;;;;;;;;;;;;;
21J;7173970;470565;PARAGUARI;Yaguaron;;Mbaritú - Yaguarón;Viviendas Económicas;75;HORMIMETAL CONSULTORA;Rescindido;;004/11;;;;;;;;;;;;;;
21 J;7151245;474705;PARAGUARI;Carapegua;;Ita Carapegua;Viviendas Económicas;0;ING. ENRIQUE PARISI;Culminado;;009/09;;20/09/10;;;;;;;;;;;;
21J;7100484;524690;PARAGUARI;Mbuyapey;Mbuyapey;Mbuyapey;Vya Renda;50;ARQ. MARIA DE FATIMA SERVIN MOLINAS;En Ejecución;;018/12;;;;;;;;;;;;;;
21 J;7151245;474705;PARAGUARI;Carapegua;Carapeguá;Ita Carapegua;Viviendas Económicas;55;Ing. Willian Negrete;Culminado;;009/09;15/02/10;21/12/10;;;;;;;;;;;;
;;;PARAGUARI;Tebicuarymi;;Vy'a Rendá;FONAVIS;10;ARQ. ELVA EUSTAQUIA FIGUEREDO MONTIEL;Culminado;;;;;4;;;;;;;;;;;
21 J;7164876;483815;PARAGUARI;Paraguari;;Hogar Propio;FONAVIS;26;ASOCIACION TEKOVERA;Culminado;;;;;3,4;;;;;;;;;;;
21 J;;;PARAGUARI;Quiindy;;Curucau;FONAVIS;13;EMPRENDIMIENTOS INMOBILIARIOS;En Ejecución;;;;;4;;;;;;;;;;;
21 J;;;PARAGUARI;Ybycui;;Che Oro Cuí;FONAVIS;38;COORDINADORA DE DESARROLLO DEPARTAMENTAL (CODEPA);En Ejecución;;;;;4;;;;;;;;;;;
21 J;;;PARAGUARI;Carapegua;;Bicentenario;FONAVIS;40;COORDINADORA DE DESARROLLO DEPARTAMENTAL (CODEPA);Culminado;;;;;4;;;;;;;;;;;
21 J;;;PARAGUARI;Caapucu;;G.O.Com.Pro Viv.Pyto.Fonavis - Senavitat;FONAVIS;24;ABOG. CRISTIAN CESAR TURRINI AYALA;En Ejecución;;;;;4;;;;;;;;;;;
21 J;;;PARAGUARI;Caapucu;;G.O.Com.Pro Viv.Pyto.Fonavis - Senavitat;FONAVIS;10;ABOG. CRISTIAN CESAR TURRINI AYALA;En Ejecución;;;;;4;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Mbuyapey;San Francisco;CEPRA;57;BBO Logistics S.A;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Liz y Francisco;Liz y Francisco;CEPRA;39;BBO Logistics S.A.;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Mbuyapey;San Isidro Labrador;CEPRA;20;BBO Logistics S.A.;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Mbuyapey;Quyquyo Poty;CEPRA;12;ZB Constructora;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Mbuyapey;San Juan;CEPRA;21;Agrofepar de Coimpsa;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Pirayu;;G.O.Pro Vivienda de Pirayú;FONAVIS;45;COTEP S.A.;En Ejecución;;;26/02/14;;4;;;;;;;;;;;
21 J;7151472;519091;PARAGUARI;Ybytymi;;Municipalidad de Ybytimi;CHE TAPYI;70;ARQ. CELSO MORENO MARTINEZ;En Ejecución;;;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;San Isidro Labrador;San Isidro Labrador;CEPRA;0;Deposito Mat. Vertice;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;San Isidro Labrador;San Isidro Labrador;CEPRA;0;Agrofepar de Coimpsa;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;San Isidro labrador;San Isidro Labrador;CEPRA;0;Cieca S.R.L.;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;San Juan;San Juan;CEPRA;0;Deposito Mat. Vertice;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;San Juan;San Juan;CEPRA;0;BBO Logistics;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;San Juan;San Juan;CEPRA;0;Cieca S.R.L.;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Mbuyapey;San Francisco;CEPRA;0;Deposito Mat. Vertice;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Mbuyapey;San Francisco;CEPRA;0;Agrofepar de Coimpsa;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Mbuyapey;San Francisco;CEPRA;0;Cieca S.R.L.;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Quyquyho poty;Quyquyo Poty;CEPRA;0;Deposito Mat. Vertice;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Quyquyo Poty;Quyquyo Poty;CEPRA;0;BBO Logistics S.A.;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Quyquyo Poty;Quyquyo Poty;CEPRA;0;Ceport;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Quyquyo Poty;Quyquyo Poty;CEPRA;0;Cieca S.R.L.;En Ejecución;;009/11;;;;;;;;;;;;;;
;;;PARAGUARI;Mbuyapey;Liz y Francisco;Liz y Francisco;CEPRA;0;Deposito Mat. Vertice;En Ejecución;;009/11;;;;;;;;;;;;;;
21 J;;;PARAGUARI;Mbuyapey;Liz y Francisco;Liz y Francisco;CEPRA;0;Cieca S.R.L.;En Ejecución;;009/11;;;;;;;;;;;;;;
20 K;7390295;746611;PTE. HAYES;Tte. Esteban Martinez;Cacique Sapo;Cacique Sapo 2° etapa;Pueblos Originarios;12;J.R. Constructora;Paralizado;;003/11;08/07/11;;;;;;;;;;;;;
21 J;7239505;443236;PTE. HAYES;Benjamin Aceval;Benjamin Aceval;San Francisco - Benjamin Aceval- Lote 8;Pueblos Originarios;30;CONSTRUCTORA DIVINO NIÑO JESUS;Paralizado;;005/12;17/09/12;;;;;;;;;;;;;
21 J;7240044;444962;PTE. HAYES;Benjamin Aceval;Benjamín Aceval;Santa Lucia - Benjamin Aceval;Pueblos Originarios;27;AVANCE CONSULTORA S.R.L.;En Ejecución;;015/12;22/04/13;;;;;;;;;;;;;
20 K;7390295;746611;PTE. HAYES;Tte. Esteban Martinez;Cacique Sapo;Comunidad Cacique Sapo - Infrestructura;Pueblos Originarios;36;ARQ. RAMON A. GAONA;En Ejecución;;015/12;24/02/13;;;;;;;;;;;;;
21 K;7472298;344915;PTE. HAYES;Puerto Pinasco;Caroa í;Caroa í;Pueblos Originarios;15;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21K;7473103;342499;PTE. HAYES;Puerto Pinasco;Caroa Guazú;Caroa Guazú;Pueblos Originarios;10;Consorcio Pro Hogar;En Ejecución;;003/11;18/07/11;;;;;;;;;;;;;
21K;7476224;339177;PTE. HAYES;Puerto Pinasco;Paciencia;Paciencia;Pueblos Originarios;15;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21K;7470285;345217;PTE. HAYES;Puerto Pinasco;Leona;Leona - La Patria;Pueblos Originarios;20;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21K;7473103;337667;PTE. HAYES;Puerto Pinasco;Flores;Flores - La Patria;Pueblos Originarios;20;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21K;7468976;347331;PTE. HAYES;Puerto Pinasco;Colonia 24;Colonia 24 - La Patria;Pueblos Originarios;15;Consorcio Pro Hogar;En Ejecución;;003/11;18/07/11;;;;;;;;;;;;;
21k;7471090;350351;PTE. HAYES;Puerto Pinasco;Carpincho;Carpincho - La Patria;Pueblos Originarios;20;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21K;7459879;287282;PTE. HAYES;Puerto Pinasco;Nepoxen;Nepoxen - La Patria;Pueblos Originarios;10;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21K;7462559;297300;PTE. HAYES;Puerto Pinasco;Quenaten;Quenaten - la Patria;Pueblos Originarios;10;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21K;7459927;294252;PTE. HAYES;Puerto Pinasco;Tajamar cabayu;Tajamar Cabayu;Pueblos Originarios;10;Consorcio Pro Hogar;Paralizado;;003/11;18/07/11;;;;;;;;;;;;;
21 K;7393980;206960;PTE. HAYES;Sin Nombre;;Novoctas;Pueblos Originarios;20;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
21 J;7239270;443321;PTE. HAYES;Benjamin Aceval;Benjamin Aceval;Ngalec Qom;Pueblos Originarios;20;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
21 K;7473919;353274;PTE. HAYES;Puerto Pinasco;6 de Marzo;6 de marzo - La Patria;Pueblos Originarios;18;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
21 K;7473784;198890;PTE. HAYES;Sin Nombre;;Campo Largo;Pueblos Originarios;20;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
21 K;7346836;325161;PTE. HAYES;Villa Hayes;;La Esperanza;Pueblos Originarios;66;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
21 J;7213497;435808;PTE. HAYES;Villa Hayes;Villa Hayes;Quemkuket;Pueblos Originarios;30;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
21 K;7454243;241544;PTE. HAYES;Villa Hayes;;Terrenal;Pueblos Originarios;28;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
20 k;7368895;727587;PTE. HAYES;Tte. Esteban Martinez;San Leonardo;Fishat - San Leonardo;Pueblos Originarios;30;Lepo;Rescindido;;011/11;23/01/12;;;;;;;;;;;;;
21 J;;;PTE. HAYES;Benjamin Aceval;Cerrito;12 de Junio;FONAVIS;30;COTEP S.A.;En Ejecución;;;25/11/13;;4;;;;;;;;;;;
;;;SAN PEDRO;Antequera;Antequera;Asentamiento Santo Domingo;FONAVIS;22;LIC. MARIA MERCEDES ENRIQUEZ ARANDA;Culminado;;;;;4;;;;;;;;;;;
21 J;7255181;527006;SAN PEDRO;25 de Diciembre;;25 de Diciembre;Vya Renda;30;TRAZO S.R.L.;Paralizado;;002/10;;;;;;;;;;;;;;
21J;7338355;555647;SAN PEDRO;Gral. Francisco I. Resquin;;Gral. Resquín;Vya Renda;30;HUGO DANIEL PATIÑO L.---;En Ejecución;;018/11;;;;;;;;;;;;;;
21J;7344511;571727;SAN PEDRO;Sin Nombre;;Naranjito;Vya Renda;20;3 G CONSTRUCCIONES;En Ejecución;;018/11;;;;;;;;;;;;;;
21J;7286480;559702;SAN PEDRO;Guajaybi;;Guayaibi;Vya Renda;20;VARELA CONSTRUCCIONES;Culminado;;018/11;22/02/12;17/07/13;;;;;;;;;;;;
21 J;;;SAN PEDRO;Santa Rosa del Aguaray;Santa Rosa del Aguaray;Santa Rosa del Aguaray;Vya Renda;60;CONSORCIO YEGROS;Rescindido;;;;;;;;;;;;;;;;
21 J;7283488;576228;SAN PEDRO;Yrybucua;La Palomita;Yrybycua - la palomita;Pueblos Originarios;22;J.N. COMERCIAL E INDUSTRIA;En Ejecución;;005/12;17/09/12;;;;;;;;;;;;;
21 J;7250619;564572;SAN PEDRO;Yataity del Norte;;Yataity del Norte;Vya Renda;25;M & M CONSTRUCCIONES;En Ejecución;;004/12;30/01/13;;;;;;;;;;;;;
21 J;7337740;493512;SAN PEDRO;San Pedro del Ycuamandiyu;San Pedro del Ycuamandiyú;San Pedro del Ycuamandiyú;Viviendas Económicas;60;CIVIALPAR INGENIERIA;En Ejecución;;019/11;15/03/13;;;;;;;;;;;;;
21 J;7352437;572144;SAN PEDRO;Gral. Francisco I. Resquin;;Ko'e Poty-General Resquín - Lote2;Pueblos Originarios;20;WM CONSTRUCCIONES CIVILES;En Ejecución;;015/12;22/02/13;;;;;;;;;;;;;
21 J;7352437;572144;SAN PEDRO;Gral. Francisco I. Resquin;;Tapyi Cue- Gral. Resquín - LOTE 3;Pueblos Originarios;15;WM CONSTRUCCIONES CIVILES;Paralizado;;015/12;22/02/13;;;;;;;;;;;;;
21 J;7287927;587831;SAN PEDRO;Yrybucua;Y'apy Santa Isabel; Y'apy Santa Isabel-Yrybycua - Lote 4;Pueblos Originarios;25;WM CONSTRUCCIONES CIVILES;En Ejecución;;015/12;22/02/13;;;;;;;;;;;;;
21j;7366690;546657;SAN PEDRO;Santa Rosa del Aguaray;6 de Enero;Santa Rosa del Aguaray;Vya Renda;60;AGRORURAL;En Ejecución;;011/12;09/01/14;;;;;;;;;;;;;
21 J;;;SAN PEDRO;San Pedro del Ycuamandiyu;;Acispe - San Pedro;Pueblos Originarios;36;J.R. Constructora;En Ejecución;;003/11;08/07/11;;;;;;;;;;;;;
21 J;;;SAN PEDRO;Sin Nombre;;Escuela Taller;FONAVIS;39;LIC. MARIA MERCEDES ENRIQUEZ ARANDA;Culminado;;;;;4;;;;;;;;;;;
21 J;;;SAN PEDRO;Antequera;Antequera;Santo Domingo;FONAVIS;22;LIC. MARIA MERCEDES ENRIQUEZ ARANDA;Culminado;;;;;4;;;;;;;;;;;
21 J;;;SAN PEDRO;San Pedro del Ycuamandiyu;;Escuela Taller 2° Fase;FONAVIS;40;LIC. MARIA MERCEDES ENRIQUEZ ARANDA;Culminado;;;;;4;;;;;;;;;;;
21 J;;;SAN PEDRO;Antequera;Laguna Verá;Laguna Verá;FONAVIS;35;LIC. MARIA MERCEDES ENRIQUEZ ARANDA;En Ejecución;;;;;4;;;;;;;;;;;
21 J;7263209;597611;SAN PEDRO;Sin Nombre;Asentamiento 1° de marzo;Asentamiento 1° de marzo;CHE TAPYI;102;ING. ROBERTO CHAVEZ.---;En Ejecución;;001/14;;;;;;;;;;;;;;
;;;SAN PEDRO;Tacuati;Ex Montaner;Ex Montaner;CEPRA;69;Deposito Mat. San Cristobal;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Justo Villanueva;Justo Villanueva;CEPRA;31;Roca S.A. Construcciones;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Punta del este;Punta del Este;CEPRA;30;Servisan;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Santa Rosa del Aguaray;Felipe Osorio;Felipe Osorio;CEPRA;135;Construcciones Chivato Poty;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;San Pedro del Ycuamandiyu;Ex Tahon;Ex Tahon;CEPRA;0;Deposito Mat. San Cristobal;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Tacuati;Ex Montaner;Ex Montaner;CEPRA;0;Roca S.A.;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Tacuati;Ex Montaner;Ex Montaner;CEPRA;0;Servisan;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Tacuati;Tacuatí;Ex Montaner;CEPRA;0;Construcciones Chivato Poty;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Justo Villanueva;Justo Villanueva;CEPRA;0;Deposito Mat. San Cristobal;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Justo Villanueva;Justo Villanueva;CEPRA;0;Servisan;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Justo Villanueva;Justo Villanueva;CEPRA;0;Construcciones Chivato Poty;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Punta del Este;Punta del Este;CEPRA;0;Deposito de Mat. San Cristobal;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Punta del este;Punta del Este;CEPRA;0;Roca S.A.;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Punta del Este;Punta del Este;CEPRA;0;Construcciones Chivato Poty;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Felipe Osorio;Felipe Osorio;CEPRA;0;Deposito de Mat. San Cristobal;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Felipe Osorio;Felipe Osorio;CEPRA;0;Roca S.A.;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Felipe Osorio;Felipe Osorio;CEPRA;0;Deposito Mat. San Cristobal;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Ex Tahon;Ex Tahon;CEPRA;0;Roca S.A.;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Ex Tahon;Ex Tahon;CEPRA;0;Servisan;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Yrybucua;Ex Tahon;Ex Tahon;CEPRA;0;Construcciones Chivato Poty;Culminado;;003/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Santa Rosa del Aguaray;Felipe Osorio;Felipe Osorio;CEPRA;0;Servisan;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Santa Rosa del Aguaray;Felipe Osorio;Felipe Osorio;CEPRA;0;Sauce Construcciones;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Santa Rosa del Aguaray;Santa Rosa del Aguaray;Calle 2 y 3;CEPRA;18;Deposito Mat. San Cristobal;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Santa Rosa del Aguaray;Santa Rosa del Aguaray;Calle 2 y 3;CEPRA;0;Servisan;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Santa Rosa del Aguaray;Santa Rosa del Aguaray;Calle 2 y 3;CEPRA;0;Sauce Construcciones;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Tacuati;Tacuati;Ex Montaner;CEPRA;49;Deposito Mat. San Cristobal;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Tacuati;Tacuati;Ex Montaner;CEPRA;0;Servisan;Culminado;;006/09;;;;;;;;;;;;;;
;;;SAN PEDRO;Tacuati;Tacuati;Ex Montaner;CEPRA;0;Sauce Construcciones;Culminado;;006/09;;;;;;;;;;;;;;
